,idx,0,1,2,3,4,5,6,7,8,9,10,11
114,218.jpg,0,0,0,0,0,0,1,0,0,0,0,0
115,219.jpg,0,0,0,0,0,0,0,0,0,1,0,0
116,222.jpg,0,0,0,1,0,0,0,0,0,0,0,0
117,225.jpg,1,0,0,0,0,0,0,0,0,0,0,0
118,231.jpg,0,0,0,0,0,0,1,0,0,0,0,0
119,232.jpg,0,0,0,0,0,0,0,0,0,0,1,0
120,233.jpg,0,0,0,0,0,0,1,0,0,0,0,0
121,234.jpg,0,0,0,0,0,0,0,0,1,0,0,0
122,238.jpg,0,0,0,1,0,0,0,0,0,0,0,0
123,239.jpg,0,0,0,0,0,1,0,0,0,0,0,0
124,240.jpg,0,0,0,1,0,0,0,0,0,0,0,0
125,242.jpg,1,0,0,0,0,0,0,0,0,0,0,0
126,244.jpg,0,0,0,0,0,0,1,0,0,0,0,0
127,254.jpg,0,0,0,0,0,0,1,0,0,0,0,0
128,255.jpg,0,0,0,0,0,0,1,0,0,0,0,0
129,256.jpg,0,0,0,0,0,0,1,0,0,0,0,0
130,257.jpg,0,0,1,0,0,0,0,0,0,0,0,0
131,258.jpg,0,1,0,0,0,0,0,0,0,0,0,0
132,259.jpg,0,0,0,0,0,0,0,0,0,1,0,0
133,262.jpg,1,0,0,0,0,0,0,0,0,0,0,0
134,263.jpg,0,0,0,0,0,0,0,0,0,1,0,0
135,264.jpg,0,0,0,0,0,0,1,0,0,0,0,0
136,266.jpg,0,0,0,0,0,0,1,0,0,0,0,0
137,267.jpg,0,0,0,0,0,0,1,0,0,0,0,0
138,271.jpg,0,0,0,0,0,0,0,0,1,0,0,0
139,272.jpg,0,0,0,0,0,0,1,0,0,0,0,0
140,276.jpg,0,0,0,0,1,0,0,0,0,0,0,0
141,279.jpg,0,0,0,0,0,1,0,0,0,0,0,0
142,280.jpg,0,0,0,0,0,0,1,0,0,0,0,0
143,283.jpg,1,0,0,0,0,0,0,0,0,0,0,0
144,287.jpg,0,0,0,0,0,1,0,0,0,0,0,0
145,290.jpg,1,0,0,0,0,0,0,0,0,0,0,0
146,292.jpg,0,0,0,0,0,0,0,0,0,1,0,0
147,293.jpg,0,0,0,0,0,0,1,0,0,0,0,0
148,294.jpg,1,0,0,0,0,0,0,0,0,0,0,0
149,297.jpg,0,0,0,0,0,0,0,0,0,0,0,1
150,301.jpg,0,0,0,1,0,0,0,0,0,0,0,0
151,303.jpg,0,0,0,0,0,0,0,0,0,1,0,0
152,304.jpg,0,0,0,0,0,0,1,0,0,0,0,0
153,307.jpg,1,0,0,0,0,0,0,0,0,0,0,0
154,308.jpg,0,0,0,0,0,0,1,0,0,0,0,0
155,309.jpg,0,1,0,0,0,0,0,0,0,0,0,0
156,312.jpg,0,0,1,0,0,0,0,0,0,0,0,0
157,313.jpg,0,0,0,0,0,0,0,0,0,1,0,0
158,315.jpg,0,0,0,0,0,0,1,0,0,0,0,0
159,316.jpg,0,0,1,0,0,0,0,0,0,0,0,0
160,317.jpg,0,0,0,0,0,0,1,0,0,0,0,0
161,318.jpg,0,0,0,0,0,0,0,0,1,0,0,0
162,319.jpg,0,0,0,0,0,0,0,0,1,0,0,0
163,320.jpg,1,0,0,0,0,0,0,0,0,0,0,0
164,321.jpg,0,0,1,0,0,0,0,0,0,0,0,0
165,323.jpg,0,0,0,0,0,0,1,0,0,0,0,0
166,325.jpg,0,0,0,0,0,0,0,0,1,0,0,0
167,326.jpg,0,0,0,0,0,0,1,0,0,0,0,0
168,329.jpg,0,0,0,0,0,0,1,0,0,0,0,0
169,330.jpg,0,0,0,0,0,0,0,0,1,0,0,0
170,331.jpg,0,0,0,0,1,0,0,0,0,0,0,0
171,332.jpg,0,0,0,0,0,0,0,1,0,0,0,0
172,334.jpg,0,0,0,0,0,0,0,0,0,1,0,0
173,336.jpg,0,0,0,0,0,0,0,0,0,1,0,0
174,340.jpg,0,1,0,0,0,0,0,0,0,0,0,0
175,342.jpg,0,0,0,0,0,0,0,0,1,0,0,0
176,343.jpg,0,0,0,0,0,0,0,0,0,0,1,0
177,345.jpg,1,0,0,0,0,0,0,0,0,0,0,0
178,346.jpg,0,0,0,0,0,0,0,0,0,1,0,0
179,352.jpg,0,0,0,0,0,0,1,0,0,0,0,0
180,353.jpg,1,0,0,0,0,0,0,0,0,0,0,0
181,356.jpg,0,0,1,0,0,0,0,0,0,0,0,0
182,357.jpg,1,0,0,0,0,0,0,0,0,0,0,0
183,358.jpg,0,0,0,0,0,0,1,0,0,0,0,0
184,360.jpg,0,0,0,0,0,1,0,0,0,0,0,0
185,362.jpg,0,0,0,0,1,0,0,0,0,0,0,0
186,364.jpg,0,0,0,1,0,0,0,0,0,0,0,0
187,367.jpg,1,0,0,0,0,0,0,0,0,0,0,0
188,368.jpg,0,0,0,0,0,0,0,0,1,0,0,0
189,369.jpg,0,0,0,0,0,0,0,0,0,1,0,0
190,371.jpg,0,0,0,0,0,0,0,0,0,1,0,0
191,373.jpg,0,0,0,0,0,0,0,0,0,1,0,0
192,374.jpg,0,0,0,0,1,0,0,0,0,0,0,0
193,378.jpg,0,0,0,0,0,0,1,0,0,0,0,0
194,379.jpg,0,0,0,0,0,0,0,0,1,0,0,0
195,380.jpg,1,0,0,0,0,0,0,0,0,0,0,0
196,384.jpg,1,0,0,0,0,0,0,0,0,0,0,0
197,385.jpg,0,0,0,0,0,0,1,0,0,0,0,0
198,386.jpg,0,0,0,0,0,0,0,0,0,1,0,0
199,387.jpg,0,0,0,1,0,0,0,0,0,0,0,0
200,388.jpg,0,0,0,0,0,0,0,0,0,0,1,0
201,389.jpg,0,0,0,0,0,0,0,0,1,0,0,0
202,393.jpg,1,0,0,0,0,0,0,0,0,0,0,0
203,395.jpg,0,0,0,0,0,0,0,0,0,1,0,0
204,396.jpg,0,0,0,0,0,0,0,0,0,1,0,0
205,401.jpg,1,0,0,0,0,0,0,0,0,0,0,0
206,402.jpg,0,1,0,0,0,0,0,0,0,0,0,0
207,403.jpg,0,0,0,0,0,0,0,0,0,0,0,1
208,406.jpg,0,0,0,0,0,0,0,0,1,0,0,0
209,407.jpg,1,0,0,0,0,0,0,0,0,0,0,0
210,409.jpg,0,0,0,0,0,0,0,0,0,0,1,0
211,411.jpg,0,0,0,0,0,0,0,0,1,0,0,0
212,412.jpg,0,0,1,0,0,0,0,0,0,0,0,0
213,413.jpg,0,0,0,0,0,0,0,0,0,1,0,0
214,414.jpg,0,0,0,0,0,0,1,0,0,0,0,0
215,415.jpg,1,0,0,0,0,0,0,0,0,0,0,0
216,416.jpg,0,1,0,0,0,0,0,0,0,0,0,0
217,423.jpg,0,0,0,1,0,0,0,0,0,0,0,0
218,426.jpg,0,0,0,0,0,0,0,0,0,0,1,0
219,427.jpg,0,0,0,0,0,0,0,1,0,0,0,0
220,429.jpg,0,0,0,1,0,0,0,0,0,0,0,0
221,430.jpg,0,0,0,0,0,0,0,0,0,1,0,0
222,431.jpg,0,0,0,0,0,1,0,0,0,0,0,0
223,432.jpg,0,0,0,0,0,0,0,0,0,1,0,0
224,433.jpg,0,1,0,0,0,0,0,0,0,0,0,0
225,434.jpg,0,0,0,0,0,0,0,0,0,0,1,0
226,436.jpg,1,0,0,0,0,0,0,0,0,0,0,0
227,438.jpg,0,0,0,0,0,0,0,0,0,1,0,0
228,439.jpg,0,0,0,0,0,0,0,1,0,0,0,0
229,443.jpg,0,0,0,0,0,0,0,0,0,1,0,0
230,445.jpg,0,0,0,0,0,0,0,0,1,0,0,0
231,450.jpg,0,0,0,0,0,0,1,0,0,0,0,0
232,452.jpg,1,0,0,0,0,0,0,0,0,0,0,0
233,453.jpg,0,0,0,0,0,0,0,0,0,1,0,0
234,459.jpg,0,0,0,0,1,0,0,0,0,0,0,0
235,460.jpg,0,0,0,1,0,0,0,0,0,0,0,0
236,461.jpg,0,0,0,0,0,0,0,0,0,1,0,0
237,464.jpg,0,1,0,0,0,0,0,0,0,0,0,0
238,469.jpg,0,0,0,0,0,0,1,0,0,0,0,0
239,470.jpg,0,0,0,0,0,0,0,0,0,1,0,0
240,476.jpg,1,0,0,0,0,0,0,0,0,0,0,0
241,481.jpg,0,0,0,1,0,0,0,0,0,0,0,0
242,487.jpg,1,0,0,0,0,0,0,0,0,0,0,0
243,489.jpg,0,0,0,0,0,0,0,0,1,0,0,0
244,490.jpg,0,1,0,0,0,0,0,0,0,0,0,0
245,492.jpg,0,0,1,0,0,0,0,0,0,0,0,0
246,496.jpg,0,0,0,0,0,0,0,0,0,1,0,0
247,500.jpg,0,0,0,0,0,0,0,0,0,0,0,1
248,502.jpg,0,0,0,0,0,0,1,0,0,0,0,0
249,503.jpg,1,0,0,0,0,0,0,0,0,0,0,0
250,504.jpg,0,0,0,0,0,0,0,0,0,1,0,0
251,505.jpg,0,0,0,0,0,0,0,0,0,1,0,0
252,508.jpg,0,0,0,0,0,0,1,0,0,0,0,0
253,510.jpg,0,0,0,1,0,0,0,0,0,0,0,0
254,515.jpg,0,0,0,0,0,0,0,0,0,1,0,0
255,516.jpg,0,0,0,0,0,0,1,0,0,0,0,0
256,517.jpg,0,0,0,0,0,0,1,0,0,0,0,0
257,520.jpg,0,0,0,0,0,0,0,0,0,0,1,0
258,521.jpg,1,0,0,0,0,0,0,0,0,0,0,0
259,522.jpg,0,0,0,0,0,0,0,0,0,1,0,0
260,523.jpg,0,0,0,1,0,0,0,0,0,0,0,0
261,526.jpg,0,0,0,0,0,0,0,0,0,1,0,0
262,528.jpg,0,0,0,0,0,0,0,1,0,0,0,0
263,535.jpg,0,0,0,0,0,0,0,0,0,1,0,0
264,537.jpg,0,0,0,0,0,0,0,0,1,0,0,0
265,539.jpg,0,0,0,0,0,1,0,0,0,0,0,0
266,541.jpg,0,0,0,0,0,0,1,0,0,0,0,0
267,542.jpg,0,0,0,0,0,0,1,0,0,0,0,0
268,543.jpg,1,0,0,0,0,0,0,0,0,0,0,0
269,548.jpg,0,0,0,0,0,0,0,0,1,0,0,0
270,550.jpg,0,0,1,0,0,0,0,0,0,0,0,0
271,551.jpg,1,0,0,0,0,0,0,0,0,0,0,0
272,552.jpg,0,0,0,0,0,0,0,1,0,0,0,0
273,554.jpg,0,0,0,0,0,0,0,0,1,0,0,0
274,557.jpg,0,0,0,0,0,0,1,0,0,0,0,0
275,559.jpg,0,0,0,0,0,1,0,0,0,0,0,0
276,560.jpg,0,0,0,0,0,0,0,0,1,0,0,0
277,561.jpg,0,0,1,0,0,0,0,0,0,0,0,0
278,567.jpg,0,0,0,0,0,0,1,0,0,0,0,0
279,568.jpg,0,0,0,0,0,0,0,0,0,1,0,0
280,572.jpg,0,0,0,0,0,1,0,0,0,0,0,0
281,576.jpg,0,0,0,0,0,0,0,0,1,0,0,0
282,577.jpg,0,0,0,0,0,0,0,0,0,0,1,0
283,579.jpg,0,0,0,0,1,0,0,0,0,0,0,0
284,583.jpg,0,1,0,0,0,0,0,0,0,0,0,0
285,584.jpg,1,0,0,0,0,0,0,0,0,0,0,0
286,585.jpg,1,0,0,0,0,0,0,0,0,0,0,0
287,588.jpg,0,0,0,0,1,0,0,0,0,0,0,0
288,590.jpg,0,0,0,0,0,0,1,0,0,0,0,0
289,592.jpg,0,0,0,0,0,0,0,0,1,0,0,0
290,593.jpg,0,0,0,1,0,0,0,0,0,0,0,0
291,594.jpg,0,0,0,0,0,0,0,0,0,1,0,0
292,596.jpg,0,0,0,1,0,0,0,0,0,0,0,0
293,599.jpg,0,1,0,0,0,0,0,0,0,0,0,0
294,601.jpg,0,0,0,0,0,0,0,0,0,0,0,1
295,602.jpg,0,0,0,0,0,0,0,0,1,0,0,0
296,603.jpg,1,0,0,0,0,0,0,0,0,0,0,0
297,605.jpg,0,0,0,0,0,0,1,0,0,0,0,0
298,606.jpg,0,0,0,0,0,0,0,0,0,1,0,0
299,610.jpg,0,0,0,0,0,1,0,0,0,0,0,0
300,613.jpg,1,0,0,0,0,0,0,0,0,0,0,0
301,614.jpg,1,0,0,0,0,0,0,0,0,0,0,0
302,616.jpg,0,0,1,0,0,0,0,0,0,0,0,0
303,617.jpg,0,0,0,0,0,0,0,1,0,0,0,0
304,618.jpg,0,0,0,0,0,0,0,0,0,0,1,0
305,620.jpg,0,0,0,0,0,0,0,0,0,1,0,0
306,621.jpg,1,0,0,0,0,0,0,0,0,0,0,0
307,623.jpg,1,0,0,0,0,0,0,0,0,0,0,0
308,625.jpg,0,0,0,0,0,0,1,0,0,0,0,0
309,628.jpg,0,0,0,0,0,0,0,0,0,0,1,0
310,632.jpg,1,0,0,0,0,0,0,0,0,0,0,0
311,634.jpg,1,0,0,0,0,0,0,0,0,0,0,0
312,635.jpg,1,0,0,0,0,0,0,0,0,0,0,0
313,637.jpg,0,0,0,0,0,0,0,0,0,0,0,1
314,638.jpg,0,0,0,0,0,0,0,0,0,1,0,0
315,639.jpg,0,0,0,0,1,0,0,0,0,0,0,0
316,640.jpg,1,0,0,0,0,0,0,0,0,0,0,0
317,641.jpg,0,0,0,0,0,0,0,0,1,0,0,0
318,644.jpg,0,0,0,0,0,0,1,0,0,0,0,0
319,645.jpg,1,0,0,0,0,0,0,0,0,0,0,0
320,646.jpg,0,0,0,0,0,0,1,0,0,0,0,0
321,647.jpg,0,0,0,0,0,0,0,1,0,0,0,0
322,651.jpg,0,0,0,1,0,0,0,0,0,0,0,0
323,653.jpg,0,0,0,1,0,0,0,0,0,0,0,0
324,663.jpg,0,0,0,0,0,0,0,0,0,1,0,0
325,664.jpg,0,0,1,0,0,0,0,0,0,0,0,0
326,665.jpg,0,0,0,0,0,0,0,1,0,0,0,0
327,666.jpg,0,0,0,0,0,0,0,0,0,1,0,0
328,667.jpg,1,0,0,0,0,0,0,0,0,0,0,0
329,669.jpg,0,0,0,0,0,1,0,0,0,0,0,0
330,671.jpg,1,0,0,0,0,0,0,0,0,0,0,0
331,672.jpg,0,0,0,1,0,0,0,0,0,0,0,0
332,675.jpg,1,0,0,0,0,0,0,0,0,0,0,0
333,680.jpg,0,0,0,1,0,0,0,0,0,0,0,0
334,681.jpg,0,0,0,0,0,0,1,0,0,0,0,0
335,682.jpg,0,0,0,0,0,0,0,0,0,1,0,0
336,684.jpg,0,0,0,0,0,0,0,0,0,1,0,0
337,685.jpg,0,0,0,0,0,0,0,0,0,1,0,0
338,686.jpg,0,0,0,0,0,0,0,0,0,1,0,0
339,688.jpg,0,0,0,0,0,0,1,0,0,0,0,0
340,692.jpg,0,0,0,0,1,0,0,0,0,0,0,0
341,694.jpg,0,0,0,0,0,0,1,0,0,0,0,0
342,696.jpg,0,0,0,0,1,0,0,0,0,0,0,0
343,699.jpg,0,0,0,0,0,0,0,0,0,0,0,1
344,702.jpg,1,0,0,0,0,0,0,0,0,0,0,0
345,707.jpg,1,0,0,0,0,0,0,0,0,0,0,0
346,711.jpg,1,0,0,0,0,0,0,0,0,0,0,0
347,712.jpg,0,1,0,0,0,0,0,0,0,0,0,0
348,714.jpg,0,1,0,0,0,0,0,0,0,0,0,0
349,718.jpg,0,0,0,0,0,0,1,0,0,0,0,0
350,724.jpg,1,0,0,0,0,0,0,0,0,0,0,0
351,725.jpg,0,0,0,0,0,0,0,0,1,0,0,0
352,726.jpg,1,0,0,0,0,0,0,0,0,0,0,0
353,728.jpg,0,0,0,0,0,0,0,0,0,0,1,0
354,729.jpg,0,0,0,0,0,0,0,0,0,1,0,0
355,732.jpg,0,0,0,0,0,0,1,0,0,0,0,0
356,733.jpg,1,0,0,0,0,0,0,0,0,0,0,0
357,735.jpg,0,0,0,0,0,0,0,0,0,1,0,0
358,736.jpg,1,0,0,0,0,0,0,0,0,0,0,0
359,738.jpg,1,0,0,0,0,0,0,0,0,0,0,0
360,740.jpg,1,0,0,0,0,0,0,0,0,0,0,0
361,742.jpg,0,0,0,0,0,0,1,0,0,0,0,0
362,743.jpg,0,0,0,0,0,0,0,0,0,0,0,1
363,744.jpg,0,0,0,0,0,0,0,0,0,1,0,0
364,745.jpg,0,1,0,0,0,0,0,0,0,0,0,0
365,746.jpg,1,0,0,0,0,0,0,0,0,0,0,0
366,747.jpg,0,0,0,0,0,1,0,0,0,0,0,0
367,750.jpg,0,0,0,0,0,0,0,0,0,1,0,0
368,753.jpg,0,0,0,0,0,0,0,0,0,1,0,0
369,757.jpg,1,0,0,0,0,0,0,0,0,0,0,0
370,759.jpg,1,0,0,0,0,0,0,0,0,0,0,0
371,760.jpg,0,0,0,0,0,0,0,0,0,0,1,0
372,762.jpg,1,0,0,0,0,0,0,0,0,0,0,0
373,764.jpg,0,0,0,0,0,0,0,0,0,1,0,0
374,766.jpg,0,0,0,0,0,0,1,0,0,0,0,0
375,770.jpg,0,0,0,0,0,0,1,0,0,0,0,0
376,771.jpg,1,0,0,0,0,0,0,0,0,0,0,0
377,773.jpg,1,0,0,0,0,0,0,0,0,0,0,0
378,775.jpg,0,0,0,0,0,0,0,0,1,0,0,0
379,777.jpg,0,0,0,0,0,0,1,0,0,0,0,0
380,778.jpg,0,0,0,1,0,0,0,0,0,0,0,0
381,781.jpg,0,0,0,0,0,0,0,0,0,0,0,1
382,783.jpg,0,1,0,0,0,0,0,0,0,0,0,0
383,784.jpg,0,0,0,0,0,1,0,0,0,0,0,0
384,786.jpg,0,0,0,0,1,0,0,0,0,0,0,0
385,795.jpg,1,0,0,0,0,0,0,0,0,0,0,0
386,796.jpg,0,0,0,0,0,0,1,0,0,0,0,0
387,798.jpg,0,0,0,0,0,0,0,0,0,1,0,0
388,799.jpg,0,1,0,0,0,0,0,0,0,0,0,0
389,800.jpg,0,0,0,0,0,0,0,0,1,0,0,0
390,802.jpg,1,0,0,0,0,0,0,0,0,0,0,0
391,804.jpg,1,0,0,0,0,0,0,0,0,0,0,0
392,805.jpg,0,0,0,0,0,0,0,0,0,1,0,0
393,807.jpg,0,0,0,0,0,0,0,0,0,1,0,0
394,808.jpg,1,0,0,0,0,0,0,0,0,0,0,0
395,809.jpg,0,1,0,0,0,0,0,0,0,0,0,0
396,810.jpg,0,0,0,1,0,0,0,0,0,0,0,0
397,811.jpg,0,0,0,0,0,0,0,0,0,1,0,0
398,815.jpg,0,0,0,0,0,0,0,0,0,0,0,1
399,816.jpg,0,0,0,0,0,0,0,0,1,0,0,0
400,819.jpg,0,0,0,0,0,0,0,0,0,1,0,0
401,820.jpg,0,0,0,0,0,0,1,0,0,0,0,0
402,822.jpg,0,0,0,0,0,1,0,0,0,0,0,0
403,823.jpg,0,0,0,0,0,0,1,0,0,0,0,0
404,834.jpg,0,0,0,1,0,0,0,0,0,0,0,0
405,836.jpg,0,0,0,0,0,0,0,0,0,0,1,0
406,837.jpg,0,0,0,0,0,0,0,0,0,1,0,0
407,840.jpg,0,0,0,0,0,0,0,0,0,1,0,0
408,842.jpg,0,0,0,0,0,0,0,0,0,1,0,0
409,843.jpg,0,0,0,0,0,0,0,0,0,1,0,0
410,846.jpg,0,0,0,1,0,0,0,0,0,0,0,0
411,848.jpg,0,0,1,0,0,0,0,0,0,0,0,0
412,849.jpg,0,0,0,0,0,0,1,0,0,0,0,0
413,850.jpg,0,0,0,0,0,0,0,0,0,1,0,0
414,852.jpg,0,0,0,0,0,0,1,0,0,0,0,0
415,853.jpg,0,0,0,0,0,1,0,0,0,0,0,0
416,854.jpg,0,0,0,1,0,0,0,0,0,0,0,0
417,857.jpg,1,0,0,0,0,0,0,0,0,0,0,0
418,858.jpg,0,0,0,1,0,0,0,0,0,0,0,0
419,860.jpg,0,0,0,1,0,0,0,0,0,0,0,0
420,861.jpg,1,0,0,0,0,0,0,0,0,0,0,0
421,865.jpg,0,0,0,0,0,0,0,0,1,0,0,0
422,868.jpg,0,0,0,0,0,0,0,1,0,0,0,0
423,869.jpg,1,0,0,0,0,0,0,0,0,0,0,0
424,870.jpg,1,0,0,0,0,0,0,0,0,0,0,0
425,872.jpg,0,0,0,0,1,0,0,0,0,0,0,0
426,873.jpg,0,1,0,0,0,0,0,0,0,0,0,0
427,875.jpg,0,0,0,0,0,0,0,0,0,1,0,0
428,876.jpg,0,0,0,0,0,0,0,0,0,1,0,0
429,878.jpg,0,0,0,1,0,0,0,0,0,0,0,0
430,882.jpg,0,1,0,0,0,0,0,0,0,0,0,0
431,884.jpg,1,0,0,0,0,0,0,0,0,0,0,0
432,885.jpg,0,0,0,0,0,0,0,0,1,0,0,0
433,886.jpg,0,0,0,0,0,0,0,0,0,1,0,0
434,887.jpg,0,0,0,0,1,0,0,0,0,0,0,0
